flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,avg_sentence_length,std_sentence_length,num_sentences,pos_distribution,dep_distribution,num_entities,type_token_ratio,hapax_ratio,avg_word_length,response_id
24.98,14.9,15.21,16.5,16.01,16.5,10.74,25.41176470588235,7.268455807596935,17,"{'VERB': 42, 'DET': 42, 'NOUN': 97, 'PART': 9, 'PROPN': 37, 'ADJ': 59, 'AUX': 15, 'PUNCT': 35, 'ADP': 45, 'PRON': 8, 'CCONJ': 27, 'ADV': 14, 'SCONJ': 2}","{'csubj': 5, 'det': 42, 'compound': 23, 'dobj': 29, 'aux': 16, 'advcl': 8, 'amod': 57, 'nsubj': 15, 'ROOT': 17, 'attr': 4, 'punct': 35, 'prep': 45, 'pobj': 43, 'cc': 27, 'conj': 28, 'poss': 5, 'preconj': 3, 'advmod': 16, 'ccomp': 2, 'dative': 1, 'xcomp': 2, 'nmod': 2, 'relcl': 3, 'prt': 1, 'acomp': 1, 'pcomp': 2}",20,0.726890756302521,0.7572254335260116,7.197478991596639,10
43.93,11.8,14.02,14.7,14.04,13.8,10.24,20.529411764705884,6.6960712542665295,17,"{'PRON': 27, 'VERB': 46, 'ADJ': 37, 'PART': 11, 'ADP': 33, 'NOUN': 70, 'PUNCT': 22, 'AUX': 13, 'DET': 29, 'ADV': 13, 'CCONJ': 24, 'NUM': 1, 'X': 10, 'PROPN': 11, 'SCONJ': 2}","{'nsubj': 16, 'ROOT': 17, 'acomp': 4, 'aux': 13, 'xcomp': 1, 'prep': 32, 'poss': 12, 'amod': 30, 'pobj': 27, 'punct': 24, 'det': 29, 'attr': 3, 'preconj': 3, 'advmod': 15, 'acl': 4, 'dobj': 25, 'cc': 24, 'conj': 25, 'relcl': 8, 'npadvmod': 1, 'ccomp': 3, 'advcl': 3, 'csubj': 3, 'meta': 8, 'compound': 8, 'dative': 1, 'appos': 1, 'pcomp': 5, 'agent': 1, 'nmod': 2, 'neg': 1}",8,0.7987804878048781,0.8702290076335878,7.164634146341464,11
43.22,12.1,13.58,14.2,12.82,13.2,9.5,18.076923076923077,8.566136715279068,26,"{'PRON': 42, 'VERB': 65, 'ADJ': 38, 'NOUN': 103, 'ADP': 52, 'DET': 34, 'PROPN': 20, 'PUNCT': 33, 'PART': 12, 'ADV': 14, 'CCONJ': 27, 'AUX': 14, 'NUM': 1, 'SCONJ': 2, 'X': 13}","{'nsubj': 31, 'ROOT': 26, 'amod': 29, 'attr': 5, 'prep': 52, 'poss': 20, 'pobj': 50, 'det': 33, 'compound': 15, 'punct': 36, 'aux': 17, 'preconj': 2, 'advmod': 17, 'relcl': 11, 'dobj': 32, 'cc': 28, 'conj': 29, 'acomp': 5, 'expl': 1, 'quantmod': 1, 'nummod': 2, 'ccomp': 5, 'meta': 7, 'csubj': 3, 'xcomp': 5, 'pcomp': 1, 'mark': 1, 'advcl': 2, 'acl': 3, 'neg': 1}",18,0.7926267281105991,0.8197674418604651,7.059907834101383,12
46.47,10.8,11.8,13.3,14.38,13.2,10.06,17.571428571428573,7.810685163357209,21,"{'VERB': 47, 'ADP': 38, 'DET': 28, 'PROPN': 30, 'PUNCT': 33, 'PRON': 28, 'ADJ': 42, 'NOUN': 66, 'CCONJ': 19, 'ADV': 4, 'AUX': 13, 'PART': 8, 'NUM': 1, 'X': 10, 'SCONJ': 2}","{'advcl': 4, 'prep': 38, 'det': 28, 'pobj': 32, 'punct': 34, 'nsubj': 19, 'ROOT': 21, 'advmod': 6, 'amod': 36, 'poss': 10, 'cc': 19, 'conj': 20, 'compound': 17, 'dobj': 27, 'nmod': 2, 'pcomp': 5, 'relcl': 6, 'neg': 2, 'attr': 3, 'npadvmod': 1, 'aux': 14, 'acl': 2, 'meta': 9, 'mark': 1, 'dep': 1, 'acomp': 2, 'xcomp': 4, 'ccomp': 1, 'nsubjpass': 1, 'auxpass': 1, 'csubj': 3}",19,0.7944444444444444,0.8741258741258742,7.027777777777778,13
49.86,11.6,12.45,13.2,13.98,15.2,10.4,28.11111111111111,7.908426510788552,18,"{'VERB': 42, 'DET': 42, 'NOUN': 101, 'ADP': 59, 'PROPN': 43, 'ADJ': 76, 'AUX': 23, 'ADV': 15, 'PUNCT': 51, 'PRON': 20, 'CCONJ': 16, 'SCONJ': 6, 'PART': 11, 'SPACE': 1}","{'csubj': 1, 'det': 42, 'compound': 25, 'dobj': 18, 'prep': 58, 'pobj': 54, 'amod': 72, 'ROOT': 18, 'advmod': 20, 'attr': 9, 'punct': 51, 'nsubj': 29, 'advcl': 8, 'cc': 16, 'conj': 22, 'pcomp': 4, 'aux': 16, 'xcomp': 2, 'appos': 6, 'neg': 3, 'preconj': 2, 'relcl': 4, 'nmod': 2, 'poss': 5, 'acl': 2, 'ccomp': 5, 'nsubjpass': 4, 'auxpass': 4, 'acomp': 1, 'dep': 2, 'agent': 1}",46,0.7074074074074074,0.8115183246073299,6.618518518518519,14
33.34,13.8,14.78,16.0,15.37,16.1,10.54,21.77777777777778,12.277149305181897,18,"{'VERB': 43, 'DET': 27, 'PROPN': 31, 'ADP': 46, 'PRON': 21, 'ADJ': 49, 'CCONJ': 24, 'NOUN': 89, 'AUX': 5, 'PART': 6, 'PUNCT': 32, 'ADV': 9, 'X': 7, 'SCONJ': 3}","{'csubj': 2, 'det': 27, 'dobj': 30, 'prep': 41, 'poss': 8, 'amod': 43, 'cc': 24, 'conj': 28, 'pobj': 41, 'ROOT': 18, 'attr': 3, 'aux': 5, 'relcl': 12, 'punct': 35, 'advmod': 12, 'nsubj': 18, 'acl': 3, 'xcomp': 3, 'pcomp': 3, 'advcl': 5, 'compound': 20, 'prt': 1, 'meta': 1, 'agent': 2, 'npadvmod': 2, 'dative': 1, 'nsubjpass': 1, 'auxpass': 1, 'mark': 1, 'preconj': 1}",33,0.6635514018691588,0.7323943661971831,6.953271028037383,15
19.87,14.8,14.83,15.7,17.57,16.3,10.68,20.05,7.081489956216841,20,"{'VERB': 49, 'ADP': 45, 'ADJ': 50, 'NOUN': 88, 'CCONJ': 22, 'DET': 27, 'PROPN': 17, 'ADV': 17, 'PUNCT': 32, 'PRON': 17, 'PART': 6, 'SCONJ': 9, 'AUX': 22}","{'csubj': 4, 'prep': 44, 'amod': 41, 'pobj': 40, 'cc': 22, 'conj': 21, 'det': 26, 'advmod': 24, 'ROOT': 20, 'dobj': 25, 'punct': 32, 'poss': 6, 'nsubj': 21, 'aux': 16, 'relcl': 6, 'ccomp': 4, 'xcomp': 3, 'nmod': 1, 'compound': 12, 'advcl': 6, 'prt': 1, 'acomp': 8, 'dep': 1, 'mark': 2, 'preconj': 1, 'neg': 2, 'pcomp': 2, 'appos': 1, 'nsubjpass': 2, 'auxpass': 2, 'acl': 2, 'dative': 1, 'predet': 1, 'attr': 1}",5,0.7641509433962265,0.7962962962962963,7.59433962264151,16
27.35,16.1,17.19,18.6,16.95,20.2,10.46,27.58823529411765,12.376727798714013,17,"{'DET': 45, 'PROPN': 61, 'ADV': 7, 'VERB': 33, 'ADJ': 51, 'NOUN': 94, 'ADP': 49, 'SCONJ': 3, 'PART': 3, 'CCONJ': 29, 'PUNCT': 51, 'PRON': 13, 'NUM': 7, 'SPACE': 6, 'AUX': 7, 'X': 10}","{'det': 45, 'compound': 36, 'nsubj': 23, 'advmod': 8, 'ROOT': 17, 'amod': 46, 'dobj': 22, 'prep': 50, 'pobj': 49, 'preconj': 2, 'relcl': 6, 'cc': 29, 'conj': 35, 'punct': 53, 'poss': 5, 'nummod': 6, 'dep': 7, 'nsubjpass': 1, 'advcl': 9, 'appos': 1, 'auxpass': 1, 'attr': 4, 'meta': 6, 'npadvmod': 1, 'nmod': 2, 'acomp': 1, 'pcomp': 1, 'aux': 2, 'mark': 1}",42,0.6779661016949152,0.74375,7.555084745762712,17
40.58,13.1,13.82,15.2,15.03,16.3,9.44,24.5,11.131786319664362,24,"{'VERB': 69, 'ADP': 54, 'DET': 35, 'ADJ': 67, 'NOUN': 127, 'PROPN': 32, 'AUX': 23, 'PART': 14, 'PRON': 47, 'CCONJ': 37, 'SCONJ': 8, 'PUNCT': 47, 'ADV': 15, 'NUM': 1, 'X': 12}","{'csubj': 7, 'prep': 54, 'det': 35, 'amod': 62, 'compound': 20, 'pobj': 50, 'ROOT': 24, 'attr': 4, 'aux': 27, 'acl': 2, 'poss': 27, 'dobj': 48, 'cc': 36, 'conj': 41, 'mark': 6, 'advcl': 9, 'punct': 48, 'nsubj': 26, 'xcomp': 3, 'neg': 1, 'advmod': 17, 'acomp': 4, 'relcl': 10, 'ccomp': 5, 'nummod': 1, 'meta': 11, 'appos': 1, 'pcomp': 5, 'nmod': 1, 'preconj': 2, 'dative': 1}",23,0.6452702702702703,0.7486910994764397,6.949324324324325,18
36.79,12.5,12.83,13.9,15.37,14.5,10.05,17.636363636363637,7.314651887233251,22,"{'VERB': 47, 'ADV': 15, 'ADP': 42, 'PROPN': 19, 'DET': 19, 'ADJ': 40, 'NOUN': 90, 'CCONJ': 20, 'PUNCT': 32, 'PRON': 35, 'PART': 7, 'SCONJ': 2, 'AUX': 11, 'NUM': 1, 'X': 8}","{'csubj': 2, 'advmod': 15, 'prep': 40, 'pobj': 36, 'ROOT': 22, 'det': 19, 'amod': 37, 'dobj': 30, 'cc': 20, 'conj': 26, 'punct': 34, 'poss': 16, 'aux': 11, 'advcl': 3, 'mark': 2, 'acomp': 2, 'nsubj': 22, 'relcl': 7, 'ccomp': 3, 'nummod': 1, 'prt': 2, 'attr': 4, 'neg': 1, 'acl': 3, 'meta': 6, 'nmod': 1, 'compound': 15, 'preconj': 1, 'pcomp': 4, 'dative': 1, 'xcomp': 1, 'agent': 1}",12,0.7727272727272727,0.7908496732026143,7.070707070707071,19
15.61,16.5,16.9,17.4,18.1,18.7,11.11,21.529411764705884,8.26842076861842,17,"{'VERB': 42, 'NOUN': 72, 'ADP': 32, 'ADJ': 43, 'PUNCT': 32, 'ADV': 21, 'DET': 23, 'PROPN': 19, 'CCONJ': 28, 'AUX': 11, 'PART': 9, 'PRON': 18, 'NUM': 1, 'SCONJ': 5, 'X': 10}","{'advcl': 7, 'dobj': 28, 'prep': 32, 'amod': 28, 'pobj': 29, 'punct': 34, 'advmod': 20, 'det': 23, 'compound': 11, 'ROOT': 17, 'cc': 30, 'conj': 32, 'nsubj': 14, 'aux': 13, 'relcl': 3, 'ccomp': 2, 'csubj': 1, 'acomp': 5, 'pcomp': 3, 'meta': 9, 'poss': 5, 'xcomp': 4, 'preconj': 1, 'nmod': 1, 'acl': 2, 'appos': 4, 'mark': 4, 'oprd': 2, 'nsubjpass': 1, 'auxpass': 1}",14,0.7967032967032966,0.8206896551724138,8.10989010989011,20
31.41,14.5,13.5,15.0,15.79,17.1,9.3,25.27777777777778,9.097041982947323,18,"{'VERB': 53, 'ADP': 48, 'DET': 30, 'ADJ': 63, 'NOUN': 98, 'AUX': 19, 'ADV': 13, 'PART': 7, 'CCONJ': 28, 'PUNCT': 30, 'SCONJ': 4, 'PRON': 23, 'NUM': 1, 'PROPN': 28, 'X': 10}","{'csubj': 4, 'prep': 45, 'det': 30, 'amod': 55, 'pobj': 45, 'ROOT': 18, 'advmod': 16, 'attr': 3, 'aux': 18, 'relcl': 11, 'cc': 28, 'conj': 31, 'punct': 30, 'mark': 2, 'nsubj': 18, 'advcl': 3, 'xcomp': 4, 'poss': 7, 'dobj': 31, 'compound': 25, 'nsubjpass': 2, 'auxpass': 2, 'dative': 1, 'meta': 10, 'agent': 3, 'ccomp': 1, 'dep': 2, 'acl': 1, 'prt': 1, 'acomp': 2, 'nmod': 1, 'pcomp': 3, 'preconj': 1, 'npadvmod': 1}",17,0.6455696202531646,0.738562091503268,7.042194092827004,21
22.85,15.8,15.46,17.1,17.93,18.8,10.72,21.083333333333332,10.889278621143315,24,"{'SCONJ': 7, 'VERB': 70, 'NOUN': 98, 'ADP': 45, 'DET': 26, 'ADV': 22, 'ADJ': 52, 'PROPN': 31, 'PUNCT': 39, 'PRON': 26, 'PART': 13, 'CCONJ': 35, 'AUX': 29, 'NUM': 1, 'X': 12}","{'advmod': 28, 'ROOT': 24, 'compound': 23, 'dobj': 40, 'prep': 43, 'det': 26, 'amod': 41, 'pobj': 37, 'punct': 40, 'poss': 10, 'aux': 26, 'acl': 3, 'cc': 35, 'conj': 35, 'advcl': 8, 'nsubj': 23, 'pcomp': 4, 'relcl': 10, 'nummod': 1, 'nsubjpass': 4, 'auxpass': 4, 'agent': 1, 'xcomp': 6, 'meta': 9, 'preconj': 2, 'appos': 1, 'mark': 1, 'ccomp': 4, 'acomp': 8, 'nmod': 3, 'prt': 1, 'oprd': 1, 'csubj': 3, 'neg': 1}",18,0.7325581395348837,0.7407407407407407,7.864341085271318,22
34.46,13.4,14.53,15.1,14.85,15.0,10.15,22.823529411764707,11.99134636074084,17,"{'VERB': 61, 'NOUN': 80, 'ADP': 37, 'ADJ': 33, 'DET': 37, 'PART': 11, 'ADV': 15, 'CCONJ': 25, 'PRON': 27, 'AUX': 12, 'PUNCT': 31, 'SCONJ': 5, 'PROPN': 14}","{'advcl': 5, 'nsubj': 18, 'acl': 7, 'prep': 37, 'amod': 27, 'pobj': 32, 'ROOT': 17, 'det': 37, 'dobj': 34, 'aux': 17, 'advmod': 15, 'cc': 25, 'conj': 25, 'relcl': 7, 'punct': 31, 'poss': 12, 'appos': 1, 'nmod': 1, 'xcomp': 4, 'preconj': 1, 'compound': 14, 'csubj': 4, 'attr': 1, 'pcomp': 6, 'mark': 4, 'acomp': 3, 'neg': 1, 'ccomp': 2}",8,0.7927461139896373,0.8366013071895425,7.212435233160622,23
29.04,13.4,13.56,15.0,15.54,14.3,10.28,18.347826086956523,7.334307090072885,23,"{'VERB': 52, 'DET': 30, 'NOUN': 90, 'ADJ': 52, 'PART': 10, 'ADP': 47, 'PRON': 19, 'CCONJ': 23, 'PUNCT': 29, 'ADV': 14, 'SCONJ': 6, 'AUX': 11, 'NUM': 2, 'X': 10, 'PROPN': 27}","{'csubj': 4, 'det': 30, 'nmod': 2, 'amod': 46, 'dobj': 29, 'ROOT': 23, 'aux': 11, 'acl': 6, 'prep': 46, 'poss': 14, 'pobj': 38, 'cc': 23, 'conj': 25, 'punct': 30, 'advmod': 17, 'nsubj': 15, 'relcl': 2, 'ccomp': 2, 'mark': 3, 'advcl': 3, 'nummod': 2, 'pcomp': 7, 'compound': 21, 'xcomp': 3, 'meta': 8, 'acomp': 5, 'attr': 1, 'npadvmod': 1, 'csubjpass': 1, 'auxpass': 1, 'preconj': 2, 'prt': 1}",16,0.7247706422018348,0.8164556962025317,7.371559633027523,24
27.32,14.0,13.18,15.0,17.46,16.6,10.24,19.041666666666668,10.105605567648524,24,"{'SCONJ': 9, 'VERB': 63, 'ADJ': 54, 'NOUN': 92, 'CCONJ': 26, 'PUNCT': 41, 'ADV': 24, 'ADP': 43, 'PRON': 21, 'PART': 12, 'DET': 27, 'AUX': 16, 'NUM': 1, 'X': 10, 'PROPN': 18}","{'advmod': 30, 'ROOT': 24, 'amod': 38, 'dobj': 38, 'cc': 26, 'conj': 28, 'punct': 41, 'prep': 41, 'pobj': 34, 'compound': 11, 'poss': 7, 'aux': 18, 'acl': 3, 'det': 27, 'nsubj': 25, 'relcl': 8, 'dative': 1, 'ccomp': 6, 'npadvmod': 1, 'dep': 5, 'neg': 3, 'pcomp': 9, 'xcomp': 6, 'meta': 9, 'acomp': 4, 'nmod': 2, 'csubj': 3, 'advcl': 4, 'mark': 3, 'appos': 1, 'attr': 1}",12,0.7435897435897436,0.7816091954022989,7.581196581196581,25
33.44,13.8,12.57,15.1,14.68,15.4,9.19,21.9,14.4183910336764,20,"{'VERB': 53, 'ADJ': 46, 'NOUN': 88, 'PUNCT': 37, 'ADV': 18, 'ADP': 35, 'CCONJ': 24, 'DET': 31, 'PROPN': 32, 'AUX': 16, 'SCONJ': 8, 'PRON': 27, 'PART': 15, 'NUM': 1, 'X': 7}","{'advcl': 9, 'amod': 42, 'dobj': 33, 'punct': 37, 'advmod': 22, 'prep': 33, 'pobj': 31, 'cc': 24, 'conj': 26, 'det': 32, 'aux': 18, 'ROOT': 20, 'attr': 4, 'compound': 25, 'nsubj': 21, 'relcl': 7, 'acomp': 2, 'poss': 13, 'nummod': 1, 'csubj': 1, 'neg': 5, 'acl': 8, 'mark': 4, 'ccomp': 2, 'nsubjpass': 1, 'auxpass': 2, 'agent': 1, 'prt': 1, 'xcomp': 6, 'meta': 4, 'pcomp': 2, 'dep': 1}",20,0.6851851851851852,0.7567567567567568,7.037037037037037,26
33.54,13.7,13.93,15.8,14.56,15.3,9.63,23.0,8.819171036881968,27,"{'VERB': 74, 'ADP': 60, 'DET': 57, 'NOUN': 114, 'PART': 16, 'PROPN': 40, 'ADJ': 68, 'CCONJ': 34, 'AUX': 32, 'PUNCT': 51, 'PRON': 34, 'ADV': 22, 'NUM': 1, 'X': 12, 'SCONJ': 6}","{'csubj': 7, 'prep': 57, 'det': 57, 'pobj': 53, 'aux': 27, 'acl': 4, 'nsubj': 26, 'amod': 54, 'cc': 34, 'conj': 37, 'ROOT': 27, 'attr': 4, 'punct': 53, 'dobj': 37, 'advmod': 25, 'acomp': 7, 'relcl': 14, 'ccomp': 3, 'nummod': 1, 'npadvmod': 2, 'poss': 13, 'dep': 1, 'xcomp': 5, 'advcl': 8, 'preconj': 3, 'nsubjpass': 4, 'auxpass': 5, 'compound': 25, 'meta': 10, 'neg': 3, 'appos': 4, 'pcomp': 4, 'agent': 1, 'dative': 1, 'mark': 3, 'prt': 1, 'nmod': 1}",20,0.6521739130434783,0.7282051282051282,7.20066889632107,27
