flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,avg_sentence_length,std_sentence_length,num_sentences,pos_distribution,dep_distribution,num_entities,type_token_ratio,hapax_ratio,avg_word_length,response_id
34.46,13.4,13.23,15.9,15.95,16.2,9.55,22.93103448275862,12.320241361503738,29,"{'VERB': 69, 'DET': 37, 'NOUN': 156, 'PRON': 30, 'ADP': 65, 'ADJ': 56, 'PROPN': 83, 'AUX': 10, 'PART': 16, 'PUNCT': 84, 'ADV': 8, 'CCONJ': 27, 'SPACE': 8, 'NUM': 2, 'X': 6, 'SCONJ': 8}","{'csubj': 2, 'det': 37, 'compound': 68, 'dobj': 46, 'nsubj': 38, 'relcl': 13, 'prep': 64, 'amod': 52, 'pobj': 62, 'ROOT': 29, 'attr': 1, 'aux': 22, 'poss': 15, 'punct': 81, 'advmod': 10, 'acl': 4, 'cc': 28, 'conj': 37, 'dep': 11, 'appos': 4, 'meta': 7, 'ccomp': 7, 'mark': 5, 'advcl': 10, 'xcomp': 5, 'prt': 3, 'acomp': 1, 'pcomp': 2, 'preconj': 1}",32,0.6274509803921569,0.7366071428571429,6.974789915966387,10
56.55,9.0,10.5,12.2,11.53,10.5,8.53,15.793103448275861,6.900171463860719,29,"{'NOUN': 83, 'ADP': 37, 'PRON': 40, 'PUNCT': 49, 'ADJ': 49, 'PART': 8, 'VERB': 62, 'SCONJ': 15, 'DET': 25, 'ADV': 11, 'AUX': 24, 'CCONJ': 27, 'NUM': 1, 'PROPN': 11, 'X': 16}","{'ROOT': 29, 'prep': 36, 'poss': 15, 'pobj': 33, 'punct': 52, 'aux': 15, 'xcomp': 1, 'mark': 11, 'nsubj': 28, 'ccomp': 11, 'acomp': 12, 'det': 25, 'advmod': 15, 'relcl': 7, 'cc': 27, 'conj': 35, 'dobj': 32, 'amod': 29, 'advcl': 10, 'nummod': 1, 'csubj': 2, 'meta': 11, 'compound': 10, 'attr': 3, 'preconj': 1, 'pcomp': 3, 'nsubjpass': 1, 'auxpass': 1, 'neg': 1, 'prt': 1}",11,0.702020202020202,0.8057553956834532,6.712121212121212,11
38.11,12.0,12.74,14.6,14.96,13.7,9.45,16.741935483870968,7.435606324651172,31,"{'NOUN': 114, 'ADP': 54, 'PRON': 51, 'DET': 27, 'PUNCT': 55, 'VERB': 79, 'ADJ': 28, 'CCONJ': 31, 'PART': 8, 'SCONJ': 12, 'AUX': 19, 'ADV': 12, 'NUM': 1, 'PROPN': 13, 'X': 15}","{'ROOT': 31, 'prep': 52, 'poss': 25, 'pobj': 47, 'det': 27, 'compound': 12, 'punct': 55, 'nsubj': 31, 'amod': 18, 'attr': 2, 'cc': 31, 'conj': 40, 'aux': 18, 'acl': 4, 'mark': 9, 'ccomp': 6, 'advmod': 14, 'pcomp': 4, 'dobj': 37, 'advcl': 4, 'acomp': 11, 'relcl': 12, 'dep': 3, 'csubj': 3, 'meta': 13, 'prt': 3, 'xcomp': 5, 'preconj': 2}",11,0.6724137931034483,0.7307692307692307,7.474137931034483,12
54.93,9.6,10.48,11.9,11.42,10.9,9.14,17.642857142857142,7.062042833316139,28,"{'PRON': 32, 'VERB': 73, 'ADP': 40, 'DET': 30, 'ADJ': 48, 'NOUN': 86, 'PUNCT': 54, 'PROPN': 23, 'CCONJ': 29, 'AUX': 23, 'ADV': 16, 'NUM': 2, 'PART': 18, 'X': 15, 'SCONJ': 5}","{'nsubj': 27, 'ROOT': 28, 'prep': 39, 'det': 30, 'amod': 36, 'pobj': 35, 'punct': 58, 'dobj': 35, 'cc': 30, 'relcl': 4, 'aux': 24, 'conj': 35, 'advmod': 16, 'nummod': 2, 'ccomp': 8, 'poss': 9, 'csubj': 7, 'compound': 15, 'meta': 10, 'appos': 2, 'attr': 3, 'pcomp': 4, 'acomp': 9, 'mark': 4, 'advcl': 6, 'prt': 1, 'preconj': 2, 'neg': 3, 'xcomp': 6, 'acl': 3, 'nsubjpass': 1, 'auxpass': 1, 'dep': 1}",25,0.7521739130434782,0.8265895953757225,6.3478260869565215,13
55.44,9.5,9.37,12.3,13.45,12.7,8.81,17.0,9.578054626842688,46,"{'PRON': 24, 'VERB': 58, 'ADP': 61, 'DET': 46, 'ADJ': 83, 'NOUN': 134, 'PUNCT': 136, 'PROPN': 168, 'AUX': 14, 'ADV': 6, 'CCONJ': 19, 'PART': 14, 'SCONJ': 2, 'SPACE': 9, 'NUM': 3, 'X': 5}","{'nsubj': 24, 'ROOT': 46, 'prep': 58, 'det': 46, 'amod': 76, 'compound': 125, 'pobj': 58, 'punct': 135, 'advmod': 7, 'attr': 6, 'acl': 1, 'agent': 2, 'conj': 35, 'cc': 19, 'aux': 17, 'relcl': 18, 'advcl': 7, 'dobj': 34, 'poss': 13, 'dep': 9, 'appos': 12, 'npadvmod': 7, 'nsubjpass': 4, 'auxpass': 4, 'nmod': 9, 'xcomp': 3, 'acomp': 1, 'pcomp': 2, 'meta': 1, 'prt': 1, 'csubj': 1, 'mark': 1}",81,0.5534883720930233,0.6890756302521008,6.246511627906977,14
42.0,12.5,12.42,13.9,13.4,14.5,9.16,19.53846153846154,12.836938196023253,26,"{'PRON': 22, 'VERB': 36, 'ADP': 60, 'DET': 22, 'ADJ': 38, 'NOUN': 103, 'PUNCT': 57, 'PROPN': 98, 'AUX': 12, 'CCONJ': 26, 'PART': 3, 'ADV': 5, 'SPACE': 7, 'NUM': 5, 'X': 9, 'SCONJ': 5}","{'nsubj': 30, 'ROOT': 26, 'prep': 58, 'det': 22, 'amod': 33, 'pobj': 61, 'punct': 58, 'acomp': 4, 'cc': 26, 'expl': 1, 'conj': 34, 'attr': 2, 'aux': 9, 'acl': 3, 'dobj': 21, 'advmod': 8, 'relcl': 10, 'dep': 8, 'nummod': 5, 'compound': 64, 'auxpass': 1, 'advcl': 4, 'poss': 3, 'meta': 6, 'npadvmod': 1, 'agent': 2, 'nmod': 2, 'mark': 2, 'xcomp': 2, 'appos': 1, 'csubj': 1}",45,0.6254681647940075,0.7485029940119761,6.449438202247191,15
39.23,11.5,11.09,13.7,15.07,13.7,8.98,18.147058823529413,7.993130701315005,34,"{'VERB': 88, 'NOUN': 124, 'ADP': 52, 'CCONJ': 35, 'DET': 20, 'PROPN': 33, 'AUX': 27, 'PRON': 60, 'ADJ': 37, 'PUNCT': 82, 'ADV': 17, 'SCONJ': 13, 'PART': 9, 'SPACE': 8, 'NUM': 2, 'X': 10}","{'csubj': 1, 'dobj': 47, 'prep': 51, 'pobj': 46, 'cc': 36, 'conj': 42, 'det': 20, 'aux': 27, 'ROOT': 34, 'preconj': 1, 'acomp': 9, 'punct': 84, 'advmod': 19, 'mark': 9, 'nsubj': 37, 'advcl': 9, 'relcl': 7, 'ccomp': 12, 'dep': 13, 'npadvmod': 3, 'poss': 26, 'compound': 27, 'amod': 24, 'acl': 9, 'meta': 7, 'pcomp': 5, 'attr': 2, 'xcomp': 4, 'prt': 2, 'nummod': 1, 'parataxis': 1, 'oprd': 1, 'appos': 1}",16,0.6690391459074733,0.7553191489361702,7.313167259786477,16
50.57,11.3,14.29,14.4,12.53,13.8,10.89,21.6,9.446692542895635,10,"{'ADV': 5, 'PUNCT': 28, 'DET': 11, 'PROPN': 27, 'AUX': 5, 'VERB': 19, 'NOUN': 44, 'ADP': 21, 'CCONJ': 12, 'PRON': 12, 'ADJ': 23, 'PART': 2, 'NUM': 2, 'X': 4, 'SCONJ': 1}","{'ROOT': 10, 'punct': 29, 'det': 11, 'compound': 15, 'nsubj': 13, 'amod': 24, 'attr': 3, 'prep': 22, 'pobj': 21, 'cc': 12, 'expl': 1, 'conj': 16, 'advmod': 4, 'relcl': 4, 'dobj': 9, 'aux': 3, 'xcomp': 1, 'npadvmod': 3, 'nmod': 1, 'appos': 1, 'acl': 2, 'poss': 5, 'meta': 3, 'mark': 1, 'advcl': 1, 'acomp': 1}",19,0.8148148148148148,0.7840909090909091,6.0,17
47.38,10.5,11.17,13.2,14.61,13.1,8.75,17.266666666666666,5.898775767526306,30,"{'PRON': 43, 'VERB': 61, 'ADP': 49, 'DET': 22, 'ADJ': 56, 'NOUN': 120, 'PUNCT': 58, 'CCONJ': 34, 'PROPN': 22, 'SCONJ': 6, 'AUX': 20, 'ADV': 4, 'PART': 6, 'NUM': 1, 'X': 16}","{'nsubj': 25, 'ROOT': 30, 'prep': 46, 'det': 22, 'amod': 45, 'pobj': 43, 'punct': 60, 'csubj': 5, 'cc': 34, 'compound': 25, 'conj': 42, 'mark': 4, 'advcl': 5, 'acomp': 8, 'poss': 25, 'aux': 16, 'attr': 3, 'advmod': 7, 'relcl': 10, 'ccomp': 3, 'dobj': 31, 'xcomp': 2, 'meta': 13, 'dep': 2, 'nmod': 2, 'prt': 3, 'acl': 2, 'pcomp': 3, 'appos': 1, 'preconj': 1}",17,0.5882352941176471,0.6866666666666666,6.9372549019607845,18
47.89,10.3,11.62,13.0,14.32,12.8,9.41,16.655172413793103,5.472664748825028,29,"{'VERB': 73, 'ADV': 11, 'ADP': 45, 'PROPN': 18, 'AUX': 22, 'DET': 19, 'ADJ': 46, 'NOUN': 94, 'PUNCT': 52, 'CCONJ': 26, 'PRON': 39, 'PART': 13, 'SCONJ': 8, 'NUM': 1, 'X': 16}","{'csubj': 5, 'advmod': 11, 'prep': 44, 'pobj': 37, 'aux': 25, 'ROOT': 29, 'det': 19, 'amod': 30, 'attr': 2, 'punct': 54, 'cc': 26, 'poss': 22, 'conj': 32, 'acl': 1, 'dobj': 41, 'pcomp': 6, 'nsubj': 20, 'relcl': 6, 'ccomp': 4, 'mark': 5, 'advcl': 10, 'acomp': 8, 'npadvmod': 1, 'compound': 19, 'meta': 13, 'prt': 3, 'appos': 1, 'neg': 2, 'xcomp': 5, 'dep': 2}",14,0.7022222222222222,0.7468354430379747,7.124444444444444,19
48.4,10.1,11.81,13.1,13.56,12.0,9.56,14.030303030303031,8.23696343168035,33,"{'VERB': 59, 'NOUN': 85, 'ADP': 41, 'ADJ': 51, 'DET': 25, 'PROPN': 17, 'AUX': 24, 'PUNCT': 49, 'CCONJ': 22, 'PRON': 35, 'ADV': 15, 'PART': 15, 'NUM': 1, 'X': 15, 'SCONJ': 9}","{'csubj': 2, 'nsubj': 23, 'prep': 41, 'amod': 30, 'pobj': 35, 'det': 25, 'aux': 24, 'ROOT': 33, 'acomp': 12, 'punct': 51, 'cc': 22, 'conj': 27, 'dobj': 30, 'poss': 14, 'advmod': 16, 'acl': 7, 'ccomp': 6, 'compound': 13, 'appos': 2, 'xcomp': 7, 'auxpass': 2, 'meta': 9, 'advcl': 7, 'pcomp': 4, 'preconj': 1, 'nmod': 2, 'nsubjpass': 1, 'relcl': 2, 'oprd': 2, 'mark': 7, 'neg': 3, 'agent': 1, 'prt': 1, 'dep': 1}",15,0.7487684729064039,0.7960526315789473,7.379310344827586,20
46.88,10.7,9.51,12.4,13.51,12.4,9.04,18.59259259259259,7.538834074602623,27,"{'VERB': 54, 'DET': 26, 'ADJ': 45, 'NOUN': 100, 'ADP': 51, 'PROPN': 83, 'AUX': 11, 'PART': 5, 'CCONJ': 31, 'PUNCT': 48, 'ADV': 3, 'PRON': 25, 'NUM': 1, 'X': 16, 'SCONJ': 3}","{'csubj': 2, 'det': 26, 'amod': 43, 'dobj': 38, 'prep': 49, 'pobj': 49, 'ROOT': 27, 'attr': 2, 'aux': 13, 'relcl': 9, 'cc': 31, 'conj': 38, 'punct': 49, 'advmod': 5, 'nsubj': 23, 'ccomp': 3, 'npadvmod': 1, 'compound': 56, 'acl': 5, 'poss': 10, 'meta': 14, 'xcomp': 2, 'mark': 1, 'advcl': 1, 'acomp': 1, 'dep': 1, 'agent': 1, 'pcomp': 2}",33,0.6321428571428571,0.7231638418079096,6.353571428571429,21
31.28,12.5,12.08,13.8,17.04,14.9,9.88,14.842105263157896,6.776609600171032,38,"{'VERB': 81, 'ADJ': 51, 'NOUN': 114, 'ADP': 38, 'DET': 20, 'AUX': 25, 'CCONJ': 27, 'PUNCT': 67, 'ADV': 11, 'PART': 10, 'PRON': 48, 'SPACE': 8, 'NUM': 1, 'PROPN': 43, 'SCONJ': 12, 'X': 8}","{'csubj': 2, 'amod': 35, 'compound': 47, 'dobj': 54, 'prep': 39, 'det': 20, 'pobj': 32, 'ROOT': 38, 'acomp': 12, 'pcomp': 5, 'cc': 27, 'conj': 29, 'punct': 68, 'advmod': 14, 'nsubj': 34, 'aux': 21, 'relcl': 7, 'ccomp': 10, 'poss': 18, 'dep': 11, 'npadvmod': 1, 'mark': 11, 'advcl': 9, 'xcomp': 9, 'dative': 1, 'acl': 3, 'meta': 2, 'nsubjpass': 1, 'neg': 1, 'auxpass': 1, 'agent': 1, 'attr': 1}",16,0.7173144876325088,0.7684729064039408,7.5583038869257955,22
47.69,10.4,10.87,13.3,12.69,11.6,8.91,16.233333333333334,6.780773472760234,30,"{'PRON': 33, 'VERB': 63, 'ADP': 46, 'DET': 32, 'ADJ': 50, 'NOUN': 94, 'PUNCT': 57, 'AUX': 23, 'ADV': 10, 'PART': 10, 'CCONJ': 29, 'NUM': 1, 'PROPN': 17, 'SCONJ': 8, 'X': 14}","{'nsubj': 18, 'ROOT': 30, 'prep': 45, 'det': 32, 'amod': 37, 'pobj': 38, 'punct': 57, 'csubj': 4, 'aux': 16, 'advmod': 12, 'attr': 3, 'relcl': 2, 'ccomp': 5, 'cc': 29, 'conj': 37, 'nummod': 1, 'poss': 11, 'dobj': 32, 'mark': 7, 'advcl': 5, 'dep': 4, 'pcomp': 6, 'meta': 13, 'acl': 4, 'compound': 13, 'nsubjpass': 2, 'auxpass': 2, 'xcomp': 4, 'npadvmod': 1, 'preconj': 1, 'prt': 1, 'acomp': 12, 'appos': 2, 'expl': 1}",17,0.6559633027522935,0.7202797202797203,7.013761467889908,23
48.2,10.2,10.11,12.7,13.22,11.8,8.82,15.805555555555555,7.4491589549292385,36,"{'PRON': 34, 'VERB': 78, 'ADP': 54, 'DET': 30, 'ADJ': 62, 'NOUN': 108, 'PUNCT': 57, 'PROPN': 34, 'CCONJ': 28, 'ADV': 16, 'AUX': 27, 'PART': 13, 'SPACE': 2, 'NUM': 1, 'SCONJ': 8, 'X': 16, 'INTJ': 1}","{'nsubj': 31, 'ROOT': 36, 'prep': 51, 'det': 30, 'amod': 51, 'pobj': 47, 'punct': 60, 'dobj': 36, 'cc': 30, 'conj': 34, 'compound': 27, 'advmod': 19, 'aux': 22, 'relcl': 7, 'ccomp': 9, 'dep': 4, 'acl': 4, 'poss': 11, 'xcomp': 6, 'nsubjpass': 3, 'auxpass': 3, 'meta': 11, 'acomp': 11, 'mark': 5, 'pcomp': 6, 'advcl': 6, 'neg': 1, 'npadvmod': 2, 'dative': 1, 'preconj': 1, 'nmod': 1, 'intj': 1, 'csubj': 1, 'prt': 1}",20,0.6666666666666666,0.7554347826086957,6.858695652173913,24
39.94,11.3,11.49,14.2,15.65,13.8,9.45,14.891891891891891,7.543688193177142,37,"{'VERB': 66, 'DET': 23, 'NOUN': 112, 'PRON': 41, 'ADJ': 51, 'CCONJ': 23, 'AUX': 21, 'ADP': 49, 'PUNCT': 72, 'ADV': 7, 'PART': 9, 'SPACE': 9, 'NUM': 1, 'PROPN': 48, 'SCONJ': 8, 'X': 11}","{'csubj': 1, 'det': 23, 'amod': 38, 'dobj': 34, 'nsubj': 31, 'relcl': 11, 'cc': 24, 'conj': 26, 'ROOT': 37, 'attr': 2, 'prep': 49, 'compound': 41, 'pobj': 45, 'punct': 74, 'advmod': 12, 'aux': 17, 'ccomp': 4, 'dep': 14, 'npadvmod': 2, 'poss': 21, 'xcomp': 5, 'mark': 4, 'advcl': 5, 'acl': 4, 'meta': 7, 'pcomp': 4, 'acomp': 9, 'neg': 2, 'prt': 1, 'oprd': 1, 'nmod': 2, 'dative': 1}",17,0.7276119402985075,0.8307692307692308,7.361940298507463,25
57.67,8.6,9.57,12.0,11.65,10.0,7.9,16.11764705882353,9.73702668073344,34,"{'PRON': 47, 'VERB': 71, 'ADP': 43, 'DET': 35, 'ADJ': 45, 'NOUN': 97, 'PUNCT': 54, 'ADV': 13, 'PROPN': 28, 'AUX': 32, 'PART': 14, 'SCONJ': 16, 'CCONJ': 28, 'SPACE': 4, 'NUM': 5, 'X': 16}","{'nsubj': 37, 'ROOT': 34, 'prep': 40, 'det': 37, 'amod': 27, 'pobj': 33, 'punct': 57, 'csubj': 1, 'dobj': 40, 'advmod': 18, 'aux': 25, 'attr': 1, 'acl': 7, 'poss': 17, 'ccomp': 6, 'mark': 10, 'advcl': 8, 'acomp': 14, 'cc': 28, 'conj': 32, 'dep': 5, 'compound': 19, 'nummod': 5, 'nmod': 1, 'meta': 11, 'pcomp': 8, 'xcomp': 7, 'neg': 3, 'relcl': 7, 'nsubjpass': 1, 'auxpass': 1, 'appos': 6, 'prt': 2}",20,0.6390041493775933,0.7077922077922078,6.6970954356846475,26
